variant,keypair,sign,verify,algorithm,level
SPHINCS+-SHA2-128s-simple,1063.5063648223877,8089.664459228516,8.311271667480469,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.5638236999512,8088.547468185425,8.47482681274414,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.1005764007568,8090.296506881714,7.984638214111328,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1062.1402263641357,8090.75665473938,8.554458618164062,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1061.8736743927002,8090.353965759277,7.890224456787109,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1061.7423057556152,8089.043617248535,8.154869079589844,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.3900165557861,8090.2087688446045,7.943391799926758,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.093662261963,8088.215351104736,8.146524429321289,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.5521411895752,8090.15679359436,7.5016021728515625,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.382625579834,8088.936805725098,8.103370666503906,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.230276107788,8089.318513870239,8.220195770263672,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.1766319274902,8088.285207748413,8.31913948059082,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1061.6517066955566,8091.094017028809,8.165836334228516,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1061.6836547851562,8090.117454528809,7.838010787963867,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1061.6469383239746,8088.137865066528,8.54802131652832,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.394546508789,8089.040756225586,7.8220367431640625,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.4396076202393,8088.460206985474,7.649421691894531,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.4114742279053,8088.994979858398,7.456541061401367,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.406229019165,8089.829444885254,8.145809173583984,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.3890628814697,8090.084791183472,7.891654968261719,sphincs-sha-s,1
SPHINCS+-SHA2-128s-simple,1063.0011558532715,8091.248512268066,7.492542266845703,sphincs-sha-s,1
